out_comp,iter,RTime,SAIDI,Energy,Product
9,4,282.5062497136312,252508.73710190496,2.0590590808265908e12,1.4688358970941809e20
9,4,273.8898178694158,247593.05961917312,2.09775864600179e12,1.4225576438282954e20
9,4,274.876744558992,232053.11619529827,1.714102819029063e12,1.093357712328465e20
9,4,267.5358877434135,227169.57752165888,1.7638966551711838e12,1.0720260885091187e20
9,4,268.98144673539514,231868.88630107237,1.6342032692275706e12,1.0192268973525002e20
9,4,270.6467422680412,230133.36640546535,1.6326209652294187e12,1.016875452402874e20
9,4,280.84487056128296,204637.31292418856,1.295823712974267e12,7.447272474808885e19
9,4,301.15139175257735,203053.2871919985,1.214980224733809e12,7.42957734927567e19
9,4,305.1530252004582,201051.59748528496,1.1995433654458123e12,7.35937886165137e19
9,4,297.66708361970217,195841.15660662414,1.1425289590202537e12,6.660425801580397e19
9,4,298.4883035509737,184233.04180559103,1.0373002407425747e12,5.704260086773533e19
9,4,294.5225017182131,186820.93256377304,1.0158162393997014e12,5.5893224873214935e19
9,4,304.0780022909508,189125.34858193868,9.362535730903499e11,5.3842873954786615e19
9,4,304.5173092783506,187797.1437657065,9.33051443363771e11,5.33588616051267e19
9,4,304.40964261168386,187482.8907514049,9.322546808180669e11,5.320526602683625e19
9,4,304.0946025200458,185567.8705974535,9.25385999431315e11,5.221970578150615e19
9,4,311.656824742268,178655.61820169853,3.7086058658973157e11,2.0649236605296447e19
9,4,312.39151890034356,174691.9841749607,3.7236691299176337e11,2.0320916754480886e19
9,4,310.60311798396333,168126.01250460287,3.6510440205901855e11,1.9065921173754257e19
9,4,315.84070790378,158868.23738250489,3.3053447622797076e11,1.658524710816428e19
9,4,313.18070561282934,158487.87141847756,3.333116223759768e11,1.6544036836480748e19
9,4,293.26337686139755,159127.72447925867,3.3600949239252997e11,1.5680331143065987e19
9,4,283.31723596792676,162158.23832537132,3.4027464134807434e11,1.5632973750700337e19
9,4,307.9908717067584,160702.8895359965,3.14895253849804e11,1.5585747842589067e19
9,4,301.31039862542957,157093.68501247218,3.243986867198768e11,1.5355074737848312e19
9,4,282.6486116838488,155914.63614453914,3.222233669646791e11,1.4200079425229318e19
9,4,265.969726231386,167254.25487331752,3.1576158830635724e11,1.4046517966693898e19
9,4,264.4144054982818,166868.78784589897,3.1631792314689014e11,1.395674114935172e19
9,4,274.3947227949599,162212.4940336893,3.011979683632792e11,1.3406397574413986e19
9,4,270.68423711340205,164753.50284725198,2.984942898068061e11,1.3311703951863798e19
9,4,270.0192016036655,164909.8242829651,2.984658209608384e11,1.3290330545960393e19
9,4,263.3195463917525,165042.6726584286,2.9633566906310846e11,1.287844049206858e19
9,4,263.6677995418098,161729.084764978,2.970479664182085e11,1.2666942734933385e19
9,4,265.81495074455904,161820.03856228362,2.9017423070016724e11,1.2481608209846372e19
9,4,266.22223596792674,160933.17814559359,2.8888623512769543e11,1.237703912129123e19
9,4,253.70161168384882,160240.10823728613,2.880898812502438e11,1.1711767988343822e19
9,4,253.56387514318442,159967.5591867109,2.876346338211196e11,1.1667034350088493e19
9,4,253.7989610538374,159261.35802864778,2.8816759491909937e11,1.1647840002835352e19
9,4,244.87634135166095,158326.3180097641,2.909404573535305e11,1.1279869032323723e19
9,4,244.4885017182131,156268.19611842255,2.86972931644761e11,1.0964023870255014e19
9,4,241.43377548682705,156646.14319352948,2.869130473361116e11,1.0850956701998965e19
9,4,238.1777789232532,156619.29392010954,2.869643324663695e11,1.0704698092005552e19
9,4,228.71053035509738,150110.18536584065,3.096695343281131e11,1.0631506358304209e19
9,4,228.3572474226804,148918.4172139662,3.110890024724147e11,1.0579079223422515e19
9,4,226.11453493699887,150137.51006130135,3.086643973820635e11,1.0478623309228173e19
9,4,234.21371019473077,146231.59525760973,3.0517498804060736e11,1.0452073807438803e19
9,4,231.41938029782358,146663.1441243692,3.044692126588155e11,1.0333896356679703e19
9,4,230.52280412371132,147222.65099554823,3.0343049277799274e11,1.0297878177092893e19
9,4,225.14490263459336,144309.66517658543,3.108926460925099e11,1.010108410398175e19
9,4,224.99971477663232,144152.4056956498,3.110086062565511e11,1.00873309390687e19
9,4,221.85352119129442,145254.96604368588,3.091569496406733e11,9.96268339066711e18
9,4,220.85309163802984,145266.50410395022,3.091027748183952e11,9.91680725064938e18
9,4,227.07332531500575,136708.58823566686,3.189516401845067e11,9.901175492157932e18
9,4,227.16330240549829,136362.35261520642,3.18823106566786e11,9.876031084302776e18
